"id","created_at","updated_at","multiplier","multiplier_dt","home_bet_id"
1,2023-06-06 17:53:06.896 -0500,2023-06-06 17:53:06.896 -0500,1.45,2023-03-06 20:28:19.985 -0500,2
2,2023-06-06 17:53:06.897 -0500,2023-06-06 17:53:06.897 -0500,2.72,2023-03-06 20:28:20.470 -0500,2
3,2023-06-06 17:53:06.897 -0500,2023-06-06 17:53:06.897 -0500,12.83,2023-03-06 20:28:20.470 -0500,2
4,2023-06-06 17:53:06.897 -0500,2023-06-06 17:53:06.897 -0500,1.45,2023-03-06 20:28:20.470 -0500,2
5,2023-06-06 17:53:06.897 -0500,2023-06-06 17:53:06.897 -0500,1.93,2023-03-06 20:28:20.470 -0500,2
6,2023-06-06 17:53:06.897 -0500,2023-06-06 17:53:06.897 -0500,2.56,2023-03-06 20:28:20.470 -0500,2
7,2023-06-06 17:53:06.897 -0500,2023-06-06 17:53:06.897 -0500,2.36,2023-03-06 20:28:20.470 -0500,2
8,2023-06-06 17:53:06.897 -0500,2023-06-06 17:53:06.897 -0500,1.41,2023-03-06 20:28:20.470 -0500,2
9,2023-06-06 17:53:06.897 -0500,2023-06-06 17:53:06.897 -0500,1.65,2023-03-06 20:28:20.470 -0500,2
10,2023-06-06 17:53:06.897 -0500,2023-06-06 17:53:06.897 -0500,96.93,2023-03-06 20:28:20.470 -0500,2
11,2023-06-06 17:53:06.897 -0500,2023-06-06 17:53:06.897 -0500,2.85,2023-03-06 20:28:20.470 -0500,2
12,2023-06-06 17:53:06.897 -0500,2023-06-06 17:53:06.897 -0500,3.94,2023-03-06 20:28:20.470 -0500,2
13,2023-06-06 17:53:06.897 -0500,2023-06-06 17:53:06.897 -0500,18.16,2023-03-06 20:28:20.470 -0500,2
14,2023-06-06 17:53:06.897 -0500,2023-06-06 17:53:06.897 -0500,1.31,2023-03-06 20:28:20.470 -0500,2
15,2023-06-06 17:53:06.897 -0500,2023-06-06 17:53:06.897 -0500,7.86,2023-03-06 20:28:20.470 -0500,2
16,2023-06-06 17:53:06.897 -0500,2023-06-06 17:53:06.897 -0500,1.55,2023-03-06 20:28:20.470 -0500,2
17,2023-06-06 17:53:06.897 -0500,2023-06-06 17:53:06.897 -0500,6.64,2023-03-06 20:28:20.470 -0500,2
18,2023-06-06 17:53:06.897 -0500,2023-06-06 17:53:06.897 -0500,1.43,2023-03-06 20:28:20.470 -0500,2
19,2023-06-06 17:53:06.897 -0500,2023-06-06 17:53:06.897 -0500,43.36,2023-03-06 20:28:20.470 -0500,2
20,2023-06-06 17:53:06.897 -0500,2023-06-06 17:53:06.897 -0500,1.32,2023-03-06 20:28:20.470 -0500,2
21,2023-06-06 17:53:06.897 -0500,2023-06-06 17:53:06.897 -0500,1.41,2023-03-06 20:28:20.470 -0500,2
22,2023-06-06 17:53:06.897 -0500,2023-06-06 17:53:06.897 -0500,1.93,2023-03-06 20:28:20.470 -0500,2
23,2023-06-06 17:53:06.897 -0500,2023-06-06 17:53:06.897 -0500,2.53,2023-03-06 20:28:20.470 -0500,2
24,2023-06-06 17:53:06.897 -0500,2023-06-06 17:53:06.897 -0500,1.88,2023-03-06 20:28:20.470 -0500,2
25,2023-06-06 17:53:06.897 -0500,2023-06-06 17:53:06.897 -0500,1.17,2023-03-06 20:28:20.470 -0500,2
26,2023-06-06 17:53:06.897 -0500,2023-06-06 17:53:06.897 -0500,2.38,2023-03-06 20:28:20.470 -0500,2
27,2023-06-06 17:53:06.897 -0500,2023-06-06 17:53:06.897 -0500,3.96,2023-03-06 20:28:56.323 -0500,2
28,2023-06-06 17:53:06.897 -0500,2023-06-06 17:53:06.897 -0500,2.20,2023-03-06 20:29:15.470 -0500,2
29,2023-06-06 17:53:06.897 -0500,2023-06-06 17:53:06.897 -0500,5.59,2023-03-06 20:29:52.775 -0500,2
30,2023-06-06 17:53:06.897 -0500,2023-06-06 17:53:06.897 -0500,1.05,2023-03-06 20:30:01.525 -0500,2
31,2023-06-06 17:53:06.897 -0500,2023-06-06 17:53:06.897 -0500,1.92,2023-03-06 20:30:24.786 -0500,2
32,2023-06-06 17:53:06.897 -0500,2023-06-06 17:53:06.897 -0500,1.62,2023-03-06 20:30:49.580 -0500,2
33,2023-06-06 17:53:06.897 -0500,2023-06-06 17:53:06.897 -0500,4.00,2023-03-06 20:31:30.426 -0500,2
34,2023-06-06 17:53:06.897 -0500,2023-06-06 17:53:06.897 -0500,1.68,2023-03-06 20:31:49.964 -0500,2
35,2023-06-06 17:53:06.897 -0500,2023-06-06 17:53:06.897 -0500,4.10,2023-03-06 20:32:14.966 -0500,2
36,2023-06-06 17:53:06.897 -0500,2023-06-06 17:53:06.897 -0500,2.02,2023-03-06 20:32:43.172 -0500,2
37,2023-06-06 17:53:06.897 -0500,2023-06-06 17:53:06.897 -0500,1.92,2023-03-06 20:33:09.249 -0500,2
38,2023-06-06 17:53:06.897 -0500,2023-06-06 17:53:06.897 -0500,1.62,2023-03-06 20:33:31.911 -0500,2
39,2023-06-06 17:53:06.897 -0500,2023-06-06 17:53:06.897 -0500,21.03,2023-03-06 20:34:20.943 -0500,2
40,2023-06-06 17:53:06.897 -0500,2023-06-06 17:53:06.897 -0500,1.10,2023-03-06 20:34:40.966 -0500,2
41,2023-06-06 17:53:06.897 -0500,2023-06-06 17:53:06.897 -0500,11.44,2023-03-06 20:35:22.832 -0500,2
42,2023-06-06 17:53:06.897 -0500,2023-06-06 17:53:06.897 -0500,11.72,2023-03-06 20:36:04.315 -0500,2
43,2023-06-06 17:53:06.897 -0500,2023-06-06 17:53:06.897 -0500,6.23,2023-03-06 20:36:38.453 -0500,2
44,2023-06-06 17:53:06.898 -0500,2023-06-06 17:53:06.898 -0500,1.00,2023-03-06 20:36:49.717 -0500,2
45,2023-06-06 17:53:06.898 -0500,2023-06-06 17:53:06.898 -0500,20.89,2023-03-06 20:37:35.816 -0500,2
46,2023-06-06 17:53:06.898 -0500,2023-06-06 17:53:06.898 -0500,3.10,2023-03-06 20:38:03.538 -0500,2
47,2023-06-06 17:53:06.898 -0500,2023-06-06 17:53:06.898 -0500,1.99,2023-03-06 20:38:26.578 -0500,2
48,2023-06-06 17:53:06.898 -0500,2023-06-06 17:53:06.898 -0500,3.15,2023-03-06 20:38:58.357 -0500,2
49,2023-06-06 17:53:06.898 -0500,2023-06-06 17:53:06.898 -0500,26.82,2023-03-06 20:39:54.298 -0500,2
50,2023-06-06 17:53:06.898 -0500,2023-06-06 17:53:06.898 -0500,20.34,2023-03-06 20:40:48.336 -0500,2
51,2023-06-06 17:53:06.898 -0500,2023-06-06 17:53:06.898 -0500,1.65,2023-03-06 20:41:01.902 -0500,2
52,2023-06-06 17:53:06.898 -0500,2023-06-06 17:53:06.898 -0500,3.56,2023-03-06 20:41:37.439 -0500,2
53,2023-06-06 17:53:06.898 -0500,2023-06-06 17:53:06.898 -0500,10.08,2023-03-06 20:42:13.922 -0500,2
54,2023-06-06 17:53:06.898 -0500,2023-06-06 17:53:06.898 -0500,3.09,2023-03-06 20:42:41.218 -0500,2
55,2023-06-06 17:53:06.898 -0500,2023-06-06 17:53:06.898 -0500,2.25,2023-03-06 20:43:08.521 -0500,2
56,2023-06-06 17:53:06.898 -0500,2023-06-06 17:53:06.898 -0500,5.09,2023-03-06 20:43:35.848 -0500,2
57,2023-06-06 17:53:06.898 -0500,2023-06-06 17:53:06.898 -0500,16.37,2023-03-06 20:44:21.912 -0500,2
58,2023-06-06 17:53:06.898 -0500,2023-06-06 17:53:06.898 -0500,1.02,2023-03-06 20:44:35.802 -0500,2
59,2023-06-06 17:53:06.898 -0500,2023-06-06 17:53:06.898 -0500,1.00,2023-03-06 20:44:49.412 -0500,2
60,2023-06-06 17:53:06.898 -0500,2023-06-06 17:53:06.898 -0500,14.47,2023-03-06 20:50:48.917 -0500,2
61,2023-06-06 17:53:06.898 -0500,2023-06-06 17:53:06.898 -0500,1.31,2023-03-06 20:50:48.917 -0500,2
62,2023-06-06 17:53:06.898 -0500,2023-06-06 17:53:06.898 -0500,1.35,2023-03-06 20:50:48.917 -0500,2
63,2023-06-06 17:53:06.898 -0500,2023-06-06 17:53:06.898 -0500,1.03,2023-03-06 20:50:48.917 -0500,2
64,2023-06-06 17:53:06.898 -0500,2023-06-06 17:53:06.898 -0500,2.32,2023-03-06 20:50:48.917 -0500,2
65,2023-06-06 17:53:06.898 -0500,2023-06-06 17:53:06.898 -0500,2.72,2023-03-06 20:50:48.917 -0500,2
66,2023-06-06 17:53:06.898 -0500,2023-06-06 17:53:06.898 -0500,2.18,2023-03-06 20:50:48.917 -0500,2
67,2023-06-06 17:53:06.898 -0500,2023-06-06 17:53:06.898 -0500,1.59,2023-03-06 20:50:48.917 -0500,2
68,2023-06-06 17:53:06.898 -0500,2023-06-06 17:53:06.898 -0500,1.39,2023-03-06 20:50:48.917 -0500,2
69,2023-06-06 17:53:06.898 -0500,2023-06-06 17:53:06.898 -0500,1.20,2023-03-06 20:50:48.917 -0500,2
70,2023-06-06 17:53:06.898 -0500,2023-06-06 17:53:06.898 -0500,2.02,2023-03-06 20:50:48.917 -0500,2
71,2023-06-06 17:53:06.898 -0500,2023-06-06 17:53:06.898 -0500,1.82,2023-03-06 20:50:48.917 -0500,2
72,2023-06-06 17:53:06.898 -0500,2023-06-06 17:53:06.898 -0500,1.04,2023-03-06 20:50:48.917 -0500,2
73,2023-06-06 17:53:06.898 -0500,2023-06-06 17:53:06.898 -0500,5.75,2023-03-06 20:50:48.917 -0500,2
74,2023-06-06 17:53:06.898 -0500,2023-06-06 17:53:06.898 -0500,4.97,2023-03-06 20:50:48.917 -0500,2
75,2023-06-06 17:53:06.898 -0500,2023-06-06 17:53:06.898 -0500,2.05,2023-03-06 20:50:50.430 -0500,2
76,2023-06-06 17:53:06.898 -0500,2023-06-06 17:53:06.898 -0500,3.84,2023-03-06 20:51:18.151 -0500,2
77,2023-06-06 17:53:06.898 -0500,2023-06-06 17:53:06.898 -0500,3.93,2023-03-06 20:51:46.240 -0500,2
78,2023-06-06 17:53:06.898 -0500,2023-06-06 17:53:06.898 -0500,8.82,2023-03-06 20:52:25.027 -0500,2
79,2023-06-06 17:53:06.898 -0500,2023-06-06 17:53:06.898 -0500,1.03,2023-03-06 20:52:44.164 -0500,2
80,2023-06-06 17:53:06.898 -0500,2023-06-06 17:53:06.898 -0500,9.67,2023-03-06 20:53:24.007 -0500,2
81,2023-06-06 17:53:06.898 -0500,2023-06-06 17:53:06.898 -0500,6.77,2023-03-06 20:53:58.926 -0500,2
82,2023-06-06 17:53:06.898 -0500,2023-06-06 17:53:06.898 -0500,3.16,2023-03-06 20:54:25.865 -0500,2
83,2023-06-06 17:53:06.898 -0500,2023-06-06 17:53:06.898 -0500,1.63,2023-03-06 20:54:50.878 -0500,2
84,2023-06-06 17:53:06.898 -0500,2023-06-06 17:53:06.898 -0500,1.28,2023-03-06 20:55:02.987 -0500,2
85,2023-06-06 17:53:06.898 -0500,2023-06-06 17:53:06.898 -0500,1.45,2023-03-06 20:55:24.613 -0500,2
86,2023-06-06 17:53:06.898 -0500,2023-06-06 17:53:06.898 -0500,1.24,2023-03-06 20:55:34.092 -0500,2
87,2023-06-06 17:53:06.898 -0500,2023-06-06 17:53:06.898 -0500,4.53,2023-03-06 20:56:04.234 -0500,2
88,2023-06-06 17:53:06.898 -0500,2023-06-06 17:53:06.898 -0500,1.82,2023-03-06 20:56:26.688 -0500,2
89,2023-06-06 17:53:06.898 -0500,2023-06-06 17:53:06.898 -0500,1.00,2023-03-06 20:56:44.814 -0500,2
90,2023-06-06 17:53:06.898 -0500,2023-06-06 17:53:06.898 -0500,1.03,2023-03-06 20:56:52.033 -0500,2
91,2023-06-06 17:53:06.898 -0500,2023-06-06 17:53:06.898 -0500,6.49,2023-03-06 20:57:31.575 -0500,2
92,2023-06-06 17:53:06.898 -0500,2023-06-06 17:53:06.898 -0500,1.44,2023-03-06 20:57:50.882 -0500,2
93,2023-06-06 17:53:06.898 -0500,2023-06-06 17:53:06.898 -0500,17.68,2023-03-06 20:58:34.455 -0500,2
