43,2023-06-06 22:53:06.897997+00,2023-06-06 22:53:06.897999+00,6.23,2023-03-07 01:36:38.453431+00,2
44,2023-06-06 22:53:06.89801+00,2023-06-06 22:53:06.898012+00,1.00,2023-03-07 01:36:49.717098+00,2
45,2023-06-06 22:53:06.89803+00,2023-06-06 22:53:06.89804+00,20.89,2023-03-07 01:37:35.816678+00,2
46,2023-06-06 22:53:06.898048+00,2023-06-06 22:53:06.898049+00,3.10,2023-03-07 01:38:03.53873+00,2
47,2023-06-06 22:53:06.898064+00,2023-06-06 22:53:06.898066+00,1.99,2023-03-07 01:38:26.578333+00,2
48,2023-06-06 22:53:06.898073+00,2023-06-06 22:53:06.898074+00,3.15,2023-03-07 01:38:58.357516+00,2
49,2023-06-06 22:53:06.898079+00,2023-06-06 22:53:06.89808+00,26.82,2023-03-07 01:39:54.298763+00,2
50,2023-06-06 22:53:06.898085+00,2023-06-06 22:53:06.898096+00,20.34,2023-03-07 01:40:48.336402+00,2
51,2023-06-06 22:53:06.898104+00,2023-06-06 22:53:06.898105+00,1.65,2023-03-07 01:41:01.902338+00,2
52,2023-06-06 22:53:06.89811+00,2023-06-06 22:53:06.898112+00,3.56,2023-03-07 01:41:37.439243+00,2
53,2023-06-06 22:53:06.898129+00,2023-06-06 22:53:06.89813+00,10.08,2023-03-07 01:42:13.922338+00,2
54,2023-06-06 22:53:06.898147+00,2023-06-06 22:53:06.898149+00,3.09,2023-03-07 01:42:41.218342+00,2
55,2023-06-06 22:53:06.898156+00,2023-06-06 22:53:06.898157+00,2.25,2023-03-07 01:43:08.52109+00,2
56,2023-06-06 22:53:06.898162+00,2023-06-06 22:53:06.898164+00,5.09,2023-03-07 01:43:35.848477+00,2
57,2023-06-06 22:53:06.898169+00,2023-06-06 22:53:06.89817+00,16.37,2023-03-07 01:44:21.912906+00,2
58,2023-06-06 22:53:06.898175+00,2023-06-06 22:53:06.898176+00,1.02,2023-03-07 01:44:35.802041+00,2
59,2023-06-06 22:53:06.898181+00,2023-06-06 22:53:06.898182+00,1.00,2023-03-07 01:44:49.412237+00,2
60,2023-06-06 22:53:06.898187+00,2023-06-06 22:53:06.898189+00,14.47,2023-03-07 01:50:48.91766+00,2
61,2023-06-06 22:53:06.898194+00,2023-06-06 22:53:06.898195+00,1.31,2023-03-07 01:50:48.91766+00,2
62,2023-06-06 22:53:06.8982+00,2023-06-06 22:53:06.898202+00,1.35,2023-03-07 01:50:48.91766+00,2
63,2023-06-06 22:53:06.898207+00,2023-06-06 22:53:06.898208+00,1.03,2023-03-07 01:50:48.91766+00,2
64,2023-06-06 22:53:06.898213+00,2023-06-06 22:53:06.898214+00,2.32,2023-03-07 01:50:48.91766+00,2
65,2023-06-06 22:53:06.898219+00,2023-06-06 22:53:06.898221+00,2.72,2023-03-07 01:50:48.91766+00,2
66,2023-06-06 22:53:06.898226+00,2023-06-06 22:53:06.898227+00,2.18,2023-03-07 01:50:48.91766+00,2
67,2023-06-06 22:53:06.898232+00,2023-06-06 22:53:06.898233+00,1.59,2023-03-07 01:50:48.91766+00,2
68,2023-06-06 22:53:06.898238+00,2023-06-06 22:53:06.898246+00,1.39,2023-03-07 01:50:48.91766+00,2
69,2023-06-06 22:53:06.898251+00,2023-06-06 22:53:06.898252+00,1.20,2023-03-07 01:50:48.91766+00,2
70,2023-06-06 22:53:06.898258+00,2023-06-06 22:53:06.898259+00,2.02,2023-03-07 01:50:48.91766+00,2
71,2023-06-06 22:53:06.898264+00,2023-06-06 22:53:06.898266+00,1.82,2023-03-07 01:50:48.91766+00,2
72,2023-06-06 22:53:06.89827+00,2023-06-06 22:53:06.898272+00,1.04,2023-03-07 01:50:48.91766+00,2
73,2023-06-06 22:53:06.898276+00,2023-06-06 22:53:06.898278+00,5.75,2023-03-07 01:50:48.91766+00,2
74,2023-06-06 22:53:06.898294+00,2023-06-06 22:53:06.898296+00,4.97,2023-03-07 01:50:48.91766+00,2
75,2023-06-06 22:53:06.898304+00,2023-06-06 22:53:06.898305+00,2.05,2023-03-07 01:50:50.43056+00,2
76,2023-06-06 22:53:06.89831+00,2023-06-06 22:53:06.898311+00,3.84,2023-03-07 01:51:18.151365+00,2
77,2023-06-06 22:53:06.898318+00,2023-06-06 22:53:06.898319+00,3.93,2023-03-07 01:51:46.240246+00,2
78,2023-06-06 22:53:06.898324+00,2023-06-06 22:53:06.898326+00,8.82,2023-03-07 01:52:25.02776+00,2
79,2023-06-06 22:53:06.898331+00,2023-06-06 22:53:06.898332+00,1.03,2023-03-07 01:52:44.164859+00,2
80,2023-06-06 22:53:06.898337+00,2023-06-06 22:53:06.898338+00,9.67,2023-03-07 01:53:24.007763+00,2
81,2023-06-06 22:53:06.898343+00,2023-06-06 22:53:06.898344+00,6.77,2023-03-07 01:53:58.926841+00,2
82,2023-06-06 22:53:06.898349+00,2023-06-06 22:53:06.89835+00,3.16,2023-03-07 01:54:25.865508+00,2
83,2023-06-06 22:53:06.898355+00,2023-06-06 22:53:06.898356+00,1.63,2023-03-07 01:54:50.8785+00,2
84,2023-06-06 22:53:06.898361+00,2023-06-06 22:53:06.898362+00,1.28,2023-03-07 01:55:02.987458+00,2
85,2023-06-06 22:53:06.898366+00,2023-06-06 22:53:06.898368+00,1.45,2023-03-07 01:55:24.613573+00,2
86,2023-06-06 22:53:06.898373+00,2023-06-06 22:53:06.898374+00,1.24,2023-03-07 01:55:34.092613+00,2
87,2023-06-06 22:53:06.898379+00,2023-06-06 22:53:06.89838+00,4.53,2023-03-07 01:56:04.234219+00,2
88,2023-06-06 22:53:06.898385+00,2023-06-06 22:53:06.898386+00,1.82,2023-03-07 01:56:26.688893+00,2
89,2023-06-06 22:53:06.898391+00,2023-06-06 22:53:06.898392+00,1.00,2023-03-07 01:56:44.814644+00,2
90,2023-06-06 22:53:06.898397+00,2023-06-06 22:53:06.898398+00,1.03,2023-03-07 01:56:52.033866+00,2
91,2023-06-06 22:53:06.898402+00,2023-06-06 22:53:06.898404+00,6.49,2023-03-07 01:57:31.575584+00,2
92,2023-06-06 22:53:06.898408+00,2023-06-06 22:53:06.89841+00,1.44,2023-03-07 01:57:50.882084+00,2
93,2023-06-06 22:53:06.898415+00,2023-06-06 22:53:06.898416+00,17.68,2023-03-07 01:58:34.455589+00,2
94,2023-06-06 22:53:06.89842+00,2023-06-06 22:53:06.898422+00,1.14,2023-03-07 01:58:51.81834+00,2
95,2023-06-06 22:53:06.89843+00,2023-06-06 22:53:06.898431+00,2.40,2023-03-07 01:59:14.693463+00,2
96,2023-06-06 22:53:06.898436+00,2023-06-06 22:53:06.898437+00,1.81,2023-03-07 01:59:33.52651+00,2
97,2023-06-06 22:53:06.898442+00,2023-06-06 22:53:06.898443+00,1.29,2023-03-07 01:59:50.877816+00,2
98,2023-06-06 22:53:06.898448+00,2023-06-06 22:53:06.898449+00,10.73,2023-03-07 02:00:31.089948+00,2
99,2023-06-06 22:53:06.898454+00,2023-06-06 22:53:06.898455+00,3.79,2023-03-07 02:00:58.665574+00,2
100,2023-06-06 22:53:06.89846+00,2023-06-06 22:53:06.898462+00,2.12,2023-03-07 02:01:22.858341+00,2
101,2023-06-06 22:53:06.920747+00,2023-06-06 22:53:06.920759+00,39.86,2023-03-07 02:02:19.511488+00,2
102,2023-06-06 22:53:06.920776+00,2023-06-06 22:53:06.920778+00,1.90,2023-03-07 02:02:40.808612+00,2
103,2023-06-06 22:53:06.920783+00,2023-06-06 22:53:06.920785+00,1.64,2023-03-07 02:02:59.756085+00,2
104,2023-06-06 22:53:06.92079+00,2023-06-06 22:53:06.920791+00,1.84,2023-03-07 02:04:01.995065+00,2
105,2023-06-06 22:53:06.920796+00,2023-06-06 22:53:06.920798+00,7.35,2023-03-07 02:04:07.007326+00,2
106,2023-06-06 22:53:06.920803+00,2023-06-06 22:53:06.920804+00,21.38,2023-03-07 02:04:48.702723+00,2
107,2023-06-06 22:53:06.920809+00,2023-06-06 22:53:06.920811+00,1.00,2023-03-07 02:05:05.467337+00,2
108,2023-06-06 22:53:06.920816+00,2023-06-06 22:53:06.920817+00,2.17,2023-03-07 02:05:22.288721+00,2
109,2023-06-06 22:53:06.920822+00,2023-06-06 22:53:06.920824+00,1.39,2023-03-07 02:05:39.353852+00,2
110,2023-06-06 22:53:06.920834+00,2023-06-06 22:53:06.920836+00,1.17,2023-03-07 02:05:55.199038+00,2
111,2023-06-06 22:53:06.920842+00,2023-06-06 22:53:06.920843+00,1.23,2023-03-07 02:08:34.264294+00,2
112,2023-06-06 22:53:06.920848+00,2023-06-06 22:53:06.920849+00,1.68,2023-03-07 02:08:34.265293+00,2
113,2023-06-06 22:53:06.920854+00,2023-06-06 22:53:06.920856+00,1.36,2023-03-07 02:08:34.265293+00,2
114,2023-06-06 22:53:06.92086+00,2023-06-06 22:53:06.920862+00,1.46,2023-03-07 02:08:34.265293+00,2
115,2023-06-06 22:53:06.920866+00,2023-06-06 22:53:06.920868+00,1.06,2023-03-07 02:08:34.265293+00,2
116,2023-06-06 22:53:06.920872+00,2023-06-06 22:53:06.920874+00,2.12,2023-03-07 02:08:34.265293+00,2
117,2023-06-06 22:53:06.920879+00,2023-06-06 22:53:06.92088+00,1.62,2023-03-07 02:08:34.265293+00,2
118,2023-06-06 22:53:06.920885+00,2023-06-06 22:53:06.920886+00,2.51,2023-03-07 02:08:34.265293+00,2
119,2023-06-06 22:53:06.920892+00,2023-06-06 22:53:06.920893+00,1.42,2023-03-07 02:08:56.881493+00,2
120,2023-06-06 22:53:06.920898+00,2023-06-06 22:53:06.920899+00,2.05,2023-03-07 02:09:20.143435+00,2
121,2023-06-06 22:53:06.920903+00,2023-06-06 22:53:06.920905+00,9.54,2023-03-07 02:09:58.578544+00,2
122,2023-06-06 22:53:06.920909+00,2023-06-06 22:53:06.920911+00,1.42,2023-03-07 02:10:20.384749+00,2
123,2023-06-06 22:53:06.920915+00,2023-06-06 22:53:06.920917+00,1.01,2023-03-07 02:10:32.50316+00,2
124,2023-06-06 22:53:06.920922+00,2023-06-06 22:53:06.920923+00,39.36,2023-03-07 02:11:29.072867+00,2
125,2023-06-06 22:53:06.920929+00,2023-06-06 22:53:06.92093+00,1.10,2023-03-07 02:11:48.289702+00,2
126,2023-06-06 22:53:06.920935+00,2023-06-06 22:53:06.920937+00,1.02,2023-03-07 02:11:55.64875+00,2
127,2023-06-06 22:53:06.920941+00,2023-06-06 22:53:06.920943+00,1.01,2023-03-07 02:12:07.476264+00,2
128,2023-06-06 22:53:06.920948+00,2023-06-06 22:53:06.920949+00,2.50,2023-03-07 02:12:36.060293+00,2
129,2023-06-06 22:53:06.920955+00,2023-06-06 22:53:06.920956+00,1.60,2023-03-07 02:12:51.38279+00,2
130,2023-06-06 22:53:06.920961+00,2023-06-06 22:53:06.920962+00,2.42,2023-03-07 02:13:15.604693+00,2
131,2023-06-06 22:53:06.920967+00,2023-06-06 22:53:06.920968+00,5.34,2023-03-07 02:13:52.289765+00,2
132,2023-06-06 22:53:06.920973+00,2023-06-06 22:53:06.920974+00,2.70,2023-03-07 02:14:10.979653+00,2
133,2023-06-06 22:53:06.920978+00,2023-06-06 22:53:06.92098+00,13.42,2023-03-07 02:14:58.940995+00,2
134,2023-06-06 22:53:06.920985+00,2023-06-06 22:53:06.920986+00,15.94,2023-03-07 02:15:38.960868+00,2
135,2023-06-06 22:53:06.92099+00,2023-06-06 22:53:06.920992+00,2.76,2023-03-07 02:16:02.997846+00,2
136,2023-06-06 22:53:06.920996+00,2023-06-06 22:53:06.920997+00,1.73,2023-03-07 02:16:26.371498+00,2
137,2023-06-06 22:53:06.921002+00,2023-06-06 22:53:06.921003+00,1.26,2023-03-07 02:16:40.022247+00,2
138,2023-06-06 22:53:06.921008+00,2023-06-06 22:53:06.921009+00,1.21,2023-03-07 02:16:59.728181+00,2
139,2023-06-06 22:53:06.921014+00,2023-06-06 22:53:06.921015+00,3.75,2023-03-07 02:17:22.155446+00,2
140,2023-06-06 22:53:06.921019+00,2023-06-06 22:53:06.921021+00,1.36,2023-03-07 02:17:47.972369+00,2
141,2023-06-06 22:53:06.921025+00,2023-06-06 22:53:06.921027+00,11.91,2023-03-07 02:18:24.902636+00,2
142,2023-06-06 22:53:06.921031+00,2023-06-06 22:53:06.921032+00,1.09,2023-03-07 02:18:39.059401+00,2
143,2023-06-06 22:53:06.921037+00,2023-06-06 22:53:06.921038+00,3.75,2023-03-07 02:19:08.253812+00,2
144,2023-06-06 22:53:06.921043+00,2023-06-06 22:53:06.921044+00,2.40,2023-03-07 02:19:39.726181+00,2
145,2023-06-06 22:53:06.921048+00,2023-06-06 22:53:06.92105+00,1.00,2023-03-07 02:19:52.575338+00,2
146,2023-06-06 22:53:06.921054+00,2023-06-06 22:53:06.921055+00,2.21,2023-03-07 02:20:16.598765+00,2
147,2023-06-06 22:53:06.92106+00,2023-06-06 22:53:06.921061+00,7.96,2023-03-07 02:20:53.15565+00,2
148,2023-06-06 22:53:06.921066+00,2023-06-06 22:53:06.921067+00,1.14,2023-03-07 02:21:07.987366+00,2
149,2023-06-06 22:53:06.921071+00,2023-06-06 22:53:06.921073+00,1.45,2023-03-07 02:21:30.877989+00,2
150,2023-06-06 22:53:06.921091+00,2023-06-06 22:53:06.921093+00,2.07,2023-03-07 02:21:54.248455+00,2
151,2023-06-06 22:53:06.921099+00,2023-06-06 22:53:06.921101+00,1.37,2023-03-07 02:22:11.172502+00,2
152,2023-06-06 22:53:06.921105+00,2023-06-06 22:53:06.921106+00,1.51,2023-03-07 02:22:38.822319+00,2
153,2023-06-06 22:53:06.921111+00,2023-06-06 22:53:06.921112+00,7.57,2023-03-07 02:23:10.250727+00,2
154,2023-06-06 22:53:06.921117+00,2023-06-06 22:53:06.921118+00,1.13,2023-03-07 02:23:36.725206+00,2
155,2023-06-06 22:53:06.921123+00,2023-06-06 22:53:06.921124+00,2.86,2023-03-07 02:24:01.354136+00,2
156,2023-06-06 22:53:06.921129+00,2023-06-06 22:53:06.92113+00,1.00,2023-03-07 02:24:08.346305+00,2
157,2023-06-06 22:53:06.921135+00,2023-06-06 22:53:06.921136+00,1.33,2023-03-07 02:24:31.657768+00,2
158,2023-06-06 22:53:06.921141+00,2023-06-06 22:53:06.921142+00,1.56,2023-03-07 02:24:51.824857+00,2
159,2023-06-06 22:53:06.921147+00,2023-06-06 22:53:06.921148+00,1.21,2023-03-07 02:25:05.556794+00,2
160,2023-06-06 22:53:06.921152+00,2023-06-06 22:53:06.921154+00,2.51,2023-03-07 02:25:31.659667+00,2
161,2023-06-06 22:53:06.921158+00,2023-06-06 22:53:06.92116+00,22.78,2023-03-07 02:26:21.173036+00,2
162,2023-06-06 22:53:06.921164+00,2023-06-06 22:53:06.921165+00,2.61,2023-03-07 02:26:47.93743+00,2
163,2023-06-06 22:53:06.921169+00,2023-06-06 22:53:06.921171+00,2.98,2023-03-07 02:27:13.570655+00,2
164,2023-06-06 22:53:06.921175+00,2023-06-06 22:53:06.921177+00,1.13,2023-03-07 02:27:29.129878+00,2
165,2023-06-06 22:53:06.921181+00,2023-06-06 22:53:06.921183+00,1.18,2023-03-07 02:27:43.473605+00,2
166,2023-06-06 22:53:06.921187+00,2023-06-06 22:53:06.921189+00,1.00,2023-03-07 02:27:57.343581+00,2
167,2023-06-06 22:53:06.921193+00,2023-06-06 22:53:06.921194+00,3.55,2023-03-07 02:28:24.790365+00,2
168,2023-06-06 22:53:06.921198+00,2023-06-06 22:53:06.9212+00,2.02,2023-03-07 02:29:06.755282+00,2
169,2023-06-06 22:53:06.921204+00,2023-06-06 22:53:06.921206+00,2.59,2023-03-07 02:29:13.073654+00,2
170,2023-06-06 22:53:06.92121+00,2023-06-06 22:53:06.921211+00,1.23,2023-03-07 02:29:28.190497+00,2
171,2023-06-06 22:53:06.921216+00,2023-06-06 22:53:06.921218+00,3.43,2023-03-07 02:29:59.387656+00,2
172,2023-06-06 22:53:06.921222+00,2023-06-06 22:53:06.921224+00,1.97,2023-03-07 02:30:21.118042+00,2
173,2023-06-06 22:53:06.921228+00,2023-06-06 22:53:06.92123+00,1.48,2023-03-07 02:30:39.914153+00,2
174,2023-06-06 22:53:06.921234+00,2023-06-06 22:53:06.921235+00,3.79,2023-03-07 02:31:10.444795+00,2
175,2023-06-06 22:53:06.92124+00,2023-06-06 22:53:06.921241+00,1.25,2023-03-07 02:31:26.199503+00,2
176,2023-06-06 22:53:06.921246+00,2023-06-06 22:53:06.921247+00,2.29,2023-03-07 02:31:48.822399+00,2
177,2023-06-06 22:53:06.921252+00,2023-06-06 22:53:06.921253+00,1.01,2023-03-07 02:32:00.651555+00,2
178,2023-06-06 22:53:06.921259+00,2023-06-06 22:53:06.92126+00,1.00,2023-03-07 02:32:22.869299+00,2
179,2023-06-06 22:53:06.921265+00,2023-06-06 22:53:06.921267+00,1.07,2023-03-07 02:32:33.940773+00,2
180,2023-06-06 22:53:06.921271+00,2023-06-06 22:53:06.921272+00,1.76,2023-03-07 02:32:53.676554+00,2
181,2023-06-06 22:53:06.921277+00,2023-06-06 22:53:06.921279+00,2.96,2023-03-07 02:33:19.393745+00,2
182,2023-06-06 22:53:06.921283+00,2023-06-06 22:53:06.921285+00,1.50,2023-03-07 02:33:37.629097+00,2
183,2023-06-06 22:53:06.921289+00,2023-06-06 22:53:06.921291+00,4.68,2023-03-07 02:34:08.216506+00,2
184,2023-06-06 22:53:06.921295+00,2023-06-06 22:53:06.921297+00,1.31,2023-03-07 02:34:34.802307+00,2
185,2023-06-06 22:53:06.921301+00,2023-06-06 22:53:06.921303+00,1.40,2023-03-07 02:34:46.921397+00,2
186,2023-06-06 22:53:06.921307+00,2023-06-06 22:53:06.921309+00,1.26,2023-03-07 02:35:03.522203+00,2
187,2023-06-06 22:53:06.921313+00,2023-06-06 22:53:06.921314+00,5.68,2023-03-07 02:35:40.824391+00,2
188,2023-06-06 22:53:06.921319+00,2023-06-06 22:53:06.92132+00,3.37,2023-03-07 02:36:03.548546+00,2
189,2023-06-06 22:53:06.921324+00,2023-06-06 22:53:06.921326+00,3.82,2023-03-07 02:36:31.787907+00,2
190,2023-06-06 22:53:06.92133+00,2023-06-06 22:53:06.921331+00,1.74,2023-03-07 02:36:54.679581+00,2
191,2023-06-06 22:53:06.921354+00,2023-06-06 22:53:06.921356+00,2.59,2023-03-07 02:37:22.807828+00,2
192,2023-06-06 22:53:06.921362+00,2023-06-06 22:53:06.921364+00,2.43,2023-03-07 02:37:42.777787+00,2
193,2023-06-06 22:53:06.921368+00,2023-06-06 22:53:06.92137+00,4.01,2023-03-07 02:38:11.141083+00,2
194,2023-06-06 22:53:06.921374+00,2023-06-06 22:53:06.921376+00,1.21,2023-03-07 02:38:28.595932+00,2
195,2023-06-06 22:53:06.92138+00,2023-06-06 22:53:06.921381+00,2.21,2023-03-07 02:38:56.45832+00,2
196,2023-06-06 22:53:06.921386+00,2023-06-06 22:53:06.921387+00,2.55,2023-03-07 02:39:17.219257+00,2
197,2023-06-06 22:53:06.921392+00,2023-06-06 22:53:06.921393+00,1.69,2023-03-07 02:39:41.28979+00,2
198,2023-06-06 22:53:06.921398+00,2023-06-06 22:53:06.921399+00,1.70,2023-03-07 02:39:58.927087+00,2
199,2023-06-06 22:53:06.921403+00,2023-06-06 22:53:06.921405+00,1.29,2023-03-07 02:40:15.092662+00,2
200,2023-06-06 22:53:06.921409+00,2023-06-06 22:53:06.921411+00,2.87,2023-03-07 02:40:50.463883+00,2
201,2023-06-06 22:53:06.932264+00,2023-06-06 22:53:06.932277+00,1.14,2023-03-07 02:41:02.656555+00,2
202,2023-06-06 22:53:06.932296+00,2023-06-06 22:53:06.932298+00,1.42,2023-03-07 02:41:23.179708+00,2
203,2023-06-06 22:53:06.932304+00,2023-06-06 22:53:06.932305+00,3.21,2023-03-07 02:41:49.834244+00,2
204,2023-06-06 22:53:06.932311+00,2023-06-06 22:53:06.932312+00,2.22,2023-03-07 02:42:20.171553+00,2
205,2023-06-06 22:53:06.932317+00,2023-06-06 22:53:06.932319+00,1.02,2023-03-07 02:42:27.412332+00,2
206,2023-06-06 22:53:06.932324+00,2023-06-06 22:53:06.932326+00,1.17,2023-03-07 02:42:54.771272+00,2
207,2023-06-06 22:53:06.932331+00,2023-06-06 22:53:06.932333+00,69.15,2023-03-07 02:43:59.852656+00,2
208,2023-06-06 22:53:06.932338+00,2023-06-06 22:53:06.932339+00,1.11,2023-03-07 02:44:17.35881+00,2
209,2023-06-06 22:53:06.932344+00,2023-06-06 22:53:06.932345+00,1.00,2023-03-07 02:44:35.163587+00,2
210,2023-06-06 22:53:06.93235+00,2023-06-06 22:53:06.932352+00,2.76,2023-03-07 02:44:53.929521+00,2
211,2023-06-06 22:53:06.932357+00,2023-06-06 22:53:06.932359+00,1.54,2023-03-07 02:45:11.979794+00,2
212,2023-06-06 22:53:06.932364+00,2023-06-06 22:53:06.932365+00,4.43,2023-03-07 02:45:41.066065+00,2
213,2023-06-06 22:53:06.93237+00,2023-06-06 22:53:06.932371+00,4.19,2023-03-07 02:46:09.888688+00,2
214,2023-06-06 22:53:06.932376+00,2023-06-06 22:53:06.932378+00,1.06,2023-03-07 02:46:22.915687+00,2
215,2023-06-06 22:53:06.932382+00,2023-06-06 22:53:06.932384+00,1.58,2023-03-07 02:47:04.14005+00,2
216,2023-06-06 22:53:06.932388+00,2023-06-06 22:53:06.93239+00,2.41,2023-03-07 02:47:34.962213+00,2
217,2023-06-06 22:53:06.932394+00,2023-06-06 22:53:06.932396+00,5.17,2023-03-07 02:48:02.675675+00,2
218,2023-06-06 22:53:06.932401+00,2023-06-06 22:53:06.932402+00,3.97,2023-03-07 02:48:33.976435+00,2
219,2023-06-06 22:53:06.932407+00,2023-06-06 22:53:06.932408+00,6.03,2023-03-07 02:49:06.689587+00,2
220,2023-06-06 22:53:06.932413+00,2023-06-06 22:53:06.932414+00,1.01,2023-03-07 02:49:23.413646+00,2
221,2023-06-06 22:53:06.932419+00,2023-06-06 22:53:06.932421+00,1.20,2023-03-07 02:49:38.378701+00,2
222,2023-06-06 22:53:06.932425+00,2023-06-06 22:53:06.932427+00,1.00,2023-03-07 02:59:22.712724+00,2
223,2023-06-06 22:53:06.932431+00,2023-06-06 22:53:06.932433+00,1.23,2023-03-07 02:59:22.712724+00,2
224,2023-06-06 22:53:06.932437+00,2023-06-06 22:53:06.932438+00,1.76,2023-03-07 02:59:22.712724+00,2
225,2023-06-06 22:53:06.932443+00,2023-06-06 22:53:06.932445+00,1.54,2023-03-07 02:59:22.712724+00,2
